Date,AESO_Power_Demand,Calgary_Weather,Edmonton_Weather,FtMac_Weather
5/12/2017,8967,14.1,15.4,12.5
5/13/2017,8838,10.35,13.8,5.85
5/14/2017,8930,8.1,6.25,2.8
5/15/2017,9064,7.35,8.94,5.65
5/16/2017,9031,6.2,8,6.15
5/17/2017,8862,5.3,7.6,8.55
5/18/2017,9020,9.1,11.7,8.75
5/19/2017,8817,10.3,12.3,12.65
5/20/2017,8564,11.65,14.25,13.75
5/21/2017,8559,13.45,16.36,11.8
5/22/2017,9036,17.15,19.44,14.4
5/23/2017,9344,19.55,21.89,20.85
5/24/2017,8989,10.15,14.85,19.3
5/25/2017,8843,9.3,14.45,14.7
5/26/2017,8817,10.85,15.14,11.05
5/27/2017,8834,17.35,16.92,13.45
5/28/2017,8859,14.65,17.15,13.45
5/29/2017,9100,14.7,15,11.45
5/30/2017,9234,16.4,18.89,16.2
5/31/2017,9336,18.8,22.5,21.85
6/1/2017,9374,17.3,22.55,21.6
6/2/2017,8718,16.9,18.8,17.6
6/3/2017,8889,16.05,15.89,17.6
6/4/2017,8991,16.5,16.1,16.45
6/5/2017,8795,14.15,16.9,16.85
6/6/2017,8828,14.45,16.61,15.3
6/7/2017,9220,16.85,21.66,19.35
6/8/2017,8992,18.55,21.9,21.55
6/9/2017,8777,13.6,13.8,18.65
6/10/2017,8586,7.85,13.5,11.95
6/11/2017,8586,12.95,11.85,10.85
6/12/2017,8857,14.7,17.3,13.25
6/13/2017,8728,12.55,16.6,16.4
6/14/2017,8771,13.25,14.7,14.1
6/15/2017,8716,11.95,15.05,14.9
6/16/2017,8737,15.5,16.1,15.14
6/17/2017,8593,14.35,15.7,16.8
6/18/2017,8702,14.95,16.3,14.7
6/19/2017,8917,13.8,15.16,15.7
6/20/2017,8823,18.9,17.5,15.15
6/21/2017,9032,13.15,14.6,11.55
6/22/2017,9096,11.75,12.55,10.35
6/23/2017,8965,13.8,14.25,12.15
6/24/2017,8899,14.8,16.25,14.11
6/25/2017,9246,17,19.05,14.75
6/26/2017,9541,21.65,21.55,20.3
6/27/2017,9049,16.45,14.5,16
6/28/2017,9030,13.2,14.3,13.5
6/29/2017,9291,15.95,15.45,16.05
6/30/2017,9344,19.15,21,17.15
7/1/2017,8848,19.5,19.64,18.42
7/2/2017,9303,20,19.94,21.75
7/3/2017,9302,18.5,19.06,20.2
